Bus,BasekV,Node1,Magnitude1,Angle1,pu1,Node2,Magnitude2,Angle2,pu2,Node3,Magnitude3,Angle3,pu3
"MDV201_1160482ELB_INT",12.47,2,6990.33,-155.3,0.97094,0,0,0,0,0,0,0,0
"62252",12.47,3,7161.6,85.3,0.99473,0,0,0,0,0,0,0,0
"89789",12.47,3,7160.08,85.3,0.99452,0,0,0,0,0,0,0,0
"14992",12.47,2,6998.38,-155.3,0.97206,0,0,0,0,0,0,0,0
"1144233",12.47,1,7126.73,-34.2,0.98988,2,7099.67,-155.1,0.98613,3,7229.71,85.5,1.0042
"69487",12.47,1,7124.76,-34.2,0.98961,2,7095.94,-155.2,0.98561,3,7228.92,85.5,1.0041
"89797",12.47,3,7203.6,85.4,1.0006,0,0,0,0,0,0,0,0
"39749",12.47,3,7106.75,85.1,0.98711,0,0,0,0,0,0,0,0
"803",12.47,2,7194.32,-154.6,0.99927,0,0,0,0,0,0,0,0
"805",12.47,2,7194.31,-154.6,0.99927,0,0,0,0,0,0,0,0
"62295",12.47,2,7102.17,-155.2,0.98647,0,0,0,0,0,0,0,0
"62296",12.47,2,7102.15,-155.2,0.98647,0,0,0,0,0,0,0,0
"52516",12.47,2,7074.18,-155.2,0.98259,0,0,0,0,0,0,0,0
"6575",12.47,2,7007.69,-155.3,0.97335,0,0,0,0,0,0,0,0
"28239",12.47,3,7255.58,85.7,1.0078,0,0,0,0,0,0,0,0
"28235",12.47,3,7254.71,85.7,1.0077,0,0,0,0,0,0,0,0
"56772",12.47,1,7147.26,-34.6,0.99274,0,0,0,0,0,0,0,0
"14857",12.47,1,7210.87,-34.2,1.0016,2,7204.63,-154.5,1.0007,3,7226.63,85.6,1.0038
"51012",12.47,1,7209.59,-34.2,1.0014,2,7203.12,-154.5,1.0005,3,7222.74,85.6,1.0032
"1148537",12.47,3,7166.4,85.3,0.99539,0,0,0,0,0,0,0,0
"1149722",12.47,3,7166.4,85.3,0.99539,0,0,0,0,0,0,0,0
"62310",12.47,3,7154.23,85.3,0.9937,0,0,0,0,0,0,0,0
"MDV201_107109USD_INT",12.47,1,7221.46,-34.0,1.003,2,7209.18,-154.6,1.0013,3,7264.81,85.8,1.0091
"107109",12.47,1,7221.37,-34.0,1.003,2,7209.12,-154.6,1.0013,3,7264.78,85.8,1.0091
"58426",12.47,1,7150.32,-34.6,0.99316,2,7165.32,-154.6,0.99524,3,7136.07,85.1,0.99118
"88656",12.47,1,7150.24,-34.6,0.99315,2,7165.36,-154.6,0.99525,3,7136,85.1,0.99117
"1144258",12.47,1,7162.36,-34.2,0.99483,3,7232.13,85.6,1.0045,0,0,0,0
"39753",12.47,2,6999.22,-155.3,0.97217,0,0,0,0,0,0,0,0
"39765",12.47,3,7183.26,85.4,0.99774,0,0,0,0,0,0,0,0
"8179",12.47,3,7150.67,85.3,0.99321,0,0,0,0,0,0,0,0
"56784",12.47,1,7137.09,-34.7,0.99132,0,0,0,0,0,0,0,0
"56785",12.47,1,7134.93,-34.7,0.99102,0,0,0,0,0,0,0,0
"858",12.47,3,7226.74,85.5,1.0038,0,0,0,0,0,0,0,0
"8097",12.47,1,7158.72,-34.2,0.99433,0,0,0,0,0,0,0,0
"102185",12.47,1,7119.17,-34.2,0.98883,0,0,0,0,0,0,0,0
"39613",12.47,1,7122.73,-34.2,0.98933,0,0,0,0,0,0,0,0
"28291",12.47,3,7196.07,85.4,0.99952,0,0,0,0,0,0,0,0
"102187",12.47,3,7196.06,85.4,0.99951,0,0,0,0,0,0,0,0
"39625",12.47,2,7124.55,-155.0,0.98958,0,0,0,0,0,0,0,0
"1160454",12.47,1,7140.14,-34.2,0.99175,0,0,0,0,0,0,0,0
"MDV201_1160466ELB_INT",12.47,1,7132.22,-34.2,0.99065,0,0,0,0,0,0,0,0
"1160466",12.47,1,7132.22,-34.2,0.99065,0,0,0,0,0,0,0,0
"28193",12.47,1,7189.45,-34.2,0.9986,2,7189.24,-154.8,0.99857,3,7249.48,85.6,1.0069
"797",12.47,2,7187.03,-154.6,0.99826,0,0,0,0,0,0,0,0
"789",12.47,2,7186.63,-154.6,0.9982,0,0,0,0,0,0,0,0
"28225",12.47,1,7204.82,-34.1,1.0007,0,0,0,0,0,0,0,0
"39565",12.47,1,7204.52,-34.1,1.0007,0,0,0,0,0,0,0,0
"88660",12.47,2,7152.05,-154.6,0.9934,0,0,0,0,0,0,0,0
"88665",12.47,2,7151.87,-154.7,0.99338,0,0,0,0,0,0,0,0
"8072",12.47,1,7134.47,-34.2,0.99096,2,7115.69,-155.1,0.98835,3,7230.59,85.5,1.0043
"1160465",12.47,1,7131.32,-34.2,0.99052,0,0,0,0,0,0,0,0
"MDV201_8077ELB_INT",12.47,1,7131.3,-34.2,0.99052,0,0,0,0,0,0,0,0
"8077",12.47,1,7131.3,-34.2,0.99052,0,0,0,0,0,0,0,0
"63718",12.47,1,7206.54,-34.2,1.001,0,0,0,0,0,0,0,0
"MDV201_1160491ELB_INT",12.47,1,7129.95,-34.2,0.99033,0,0,0,0,0,0,0,0
"1160491",12.47,1,7129.95,-34.2,0.99033,0,0,0,0,0,0,0,0
"39601",12.47,1,7204.45,-34.1,1.0007,0,0,0,0,0,0,0,0
"14995",12.47,2,7000.39,-155.3,0.97234,0,0,0,0,0,0,0,0
"8186",12.47,1,7196.47,-34.0,0.99957,0,0,0,0,0,0,0,0
"63704",12.47,3,7248.28,85.6,1.0068,0,0,0,0,0,0,0,0
"107782",12.47,1,7149.78,-34.7,0.99309,2,7165.64,-154.6,0.99529,3,7135.75,85.1,0.99114
"1160464",12.47,1,7131.28,-34.2,0.99052,0,0,0,0,0,0,0,0
"52526",12.47,1,7204.55,-34.1,1.0007,2,7179.62,-154.8,0.99723,3,7257.01,85.6,1.008
"1144232",12.47,1,7128.71,-34.2,0.99016,2,7103.46,-155.1,0.98665,3,7229.57,85.5,1.0042
"MDV201_1140228USD_INT",12.47,1,7128.66,-34.2,0.99015,2,7103.35,-155.1,0.98664,3,7229.53,85.5,1.0042
"8147",12.47,1,7139.51,-34.2,0.99166,0,0,0,0,0,0,0,0
"MDV201_1160502ELB_INT",12.47,1,7139.51,-34.2,0.99166,0,0,0,0,0,0,0,0
"1160475",12.47,2,6995.48,-155.3,0.97165,0,0,0,0,0,0,0,0
"MDV201_6569ELB_INT",12.47,2,6995.44,-155.3,0.97165,0,0,0,0,0,0,0,0
"46405",12.47,3,7114.04,85.1,0.98812,0,0,0,0,0,0,0,0
"52514",12.47,2,7072.12,-155.2,0.9823,0,0,0,0,0,0,0,0
"100476",12.47,3,7266.9,85.5,1.0094,0,0,0,0,0,0,0,0
"89778",12.47,2,7114.23,-155.2,0.98815,0,0,0,0,0,0,0,0
"1144248",12.47,2,7114.23,-155.2,0.98815,0,0,0,0,0,0,0,0
"99618",12.47,1,7189.11,-34.2,0.99855,0,0,0,0,0,0,0,0
"8152",12.47,1,7187.62,-34.2,0.99834,0,0,0,0,0,0,0,0
"52530",12.47,3,7253.75,85.6,1.0075,0,0,0,0,0,0,0,0
"52527",12.47,3,7252.92,85.6,1.0074,0,0,0,0,0,0,0,0
"14847",12.47,3,7250.62,85.6,1.0071,0,0,0,0,0,0,0,0
"798",12.47,1,7252.88,-33.8,1.0074,0,0,0,0,0,0,0,0
"62258",12.47,3,7166.83,85.3,0.99545,0,0,0,0,0,0,0,0
"58436",12.47,3,7112.27,85.1,0.98788,0,0,0,0,0,0,0,0
"58437",12.47,3,7110.15,85.1,0.98758,0,0,0,0,0,0,0,0
"63664",12.47,1,7213.14,-34.1,1.0019,2,7201.81,-154.7,1.0003,3,7261.34,85.7,1.0086
"63642",12.47,1,7208.55,-34.1,1.0012,2,7197.7,-154.7,0.99974,3,7259.2,85.7,1.0083
"28299",12.47,3,7247.79,85.6,1.0067,0,0,0,0,0,0,0,0
"46403",12.47,3,7127.16,85.1,0.98994,0,0,0,0,0,0,0,0
"74455",12.47,3,7125.36,85.1,0.98969,0,0,0,0,0,0,0,0
"58420",12.47,1,7150.15,-34.6,0.99314,2,7165.4,-154.6,0.99526,3,7135.97,85.1,0.99117
"106257",12.47,2,7165.4,-154.6,0.99526,0,0,0,0,0,0,0,0
"28243",12.47,1,7200.85,-34.1,1.0002,0,0,0,0,0,0,0,0
"99617",12.47,1,7134.46,-34.2,0.99096,0,0,0,0,0,0,0,0
"39622",12.47,2,7122.55,-155.0,0.9893,0,0,0,0,0,0,0,0
"74444",12.47,2,7159.97,-154.6,0.9945,0,0,0,0,0,0,0,0
"827",12.47,1,7250.32,-33.8,1.0071,0,0,0,0,0,0,0,0
"62253",12.47,1,7172.11,-34.5,0.99619,2,7185.21,-154.5,0.99801,3,7165.47,85.3,0.99527
"62257",12.47,1,7172.11,-34.5,0.99619,2,7185.21,-154.5,0.99801,3,7165.47,85.3,0.99527
"8115",12.47,3,7248.81,85.6,1.0068,0,0,0,0,0,0,0,0
"8116",12.47,3,7248.73,85.6,1.0068,0,0,0,0,0,0,0,0
"69490",12.47,1,7130.52,-34.2,0.99041,2,7107.33,-155.1,0.98719,3,7229.99,85.5,1.0042
"52523",12.47,3,7251.71,85.6,1.0072,0,0,0,0,0,0,0,0
"8073",12.47,1,7133.47,-34.2,0.99082,0,0,0,0,0,0,0,0
"1160452",12.47,3,7203.55,85.4,1.0006,0,0,0,0,0,0,0,0
"MDV201_1145434ELB_INT",12.47,3,7203.55,85.4,1.0006,0,0,0,0,0,0,0,0
"1145434",12.47,3,7203.55,85.4,1.0006,0,0,0,0,0,0,0,0
"MDV201_1144239USD_INT",12.47,1,7175.28,-34.5,0.99663,2,7185.2,-154.5,0.99801,3,7166.74,85.3,0.99544
"1144239",12.47,1,7175.25,-34.5,0.99662,2,7185.21,-154.5,0.99801,3,7166.72,85.3,0.99544
"1160463",12.47,1,7129.62,-34.2,0.99029,0,0,0,0,0,0,0,0
"MDV201_1160494ELB_INT",12.47,1,7132.74,-34.2,0.99072,0,0,0,0,0,0,0,0
"63713",12.47,1,7205.22,-34.2,1.0008,0,0,0,0,0,0,0,0
"MDV201_8102ELB_INT",12.47,1,7140.13,-34.2,0.99175,0,0,0,0,0,0,0,0
"8102",12.47,1,7140.13,-34.2,0.99175,0,0,0,0,0,0,0,0
"46401",12.47,3,7128.94,85.1,0.99019,0,0,0,0,0,0,0,0
"8177",12.47,1,7199.61,-34.0,1,2,7161.38,-154.9,0.9947,3,7262.51,85.6,1.0087
"8178",12.47,1,7198.46,-34.0,0.99985,2,7156.53,-155.0,0.99402,3,7264.15,85.6,1.009
"94726",12.47,2,7073.24,-155.2,0.98245,0,0,0,0,0,0,0,0
"99417",12.47,1,7160.74,-34.6,0.99461,0,0,0,0,0,0,0,0
"6579",12.47,1,7160.7,-34.6,0.9946,0,0,0,0,0,0,0,0
"56755",12.47,1,7148.65,-34.6,0.99293,0,0,0,0,0,0,0,0
"6576",12.47,2,7004.66,-155.3,0.97293,0,0,0,0,0,0,0,0
"6574",12.47,2,6999.51,-155.3,0.97221,0,0,0,0,0,0,0,0
"39619",12.47,2,7121.46,-155.0,0.98915,0,0,0,0,0,0,0,0
"1012409",12.47,3,7205.12,85.4,1.0008,0,0,0,0,0,0,0,0
"28312",12.47,3,7204.94,85.4,1.0007,0,0,0,0,0,0,0,0
"1144255",12.47,1,7197.46,-34.0,0.99971,0,0,0,0,0,0,0,0
"8174",12.47,1,7197.34,-34.0,0.99969,0,0,0,0,0,0,0,0
"14990",12.47,2,7052.57,-155.2,0.97958,0,0,0,0,0,0,0,0
"1010739",12.47,1,7149.42,-34.2,0.99304,0,0,0,0,0,0,0,0
"1010733",12.47,3,7251.95,85.6,1.0073,0,0,0,0,0,0,0,0
"63716",12.47,3,7201.93,85.5,1.0003,0,0,0,0,0,0,0,0
"63719",12.47,3,7201.77,85.5,1.0003,0,0,0,0,0,0,0,0
"28224",12.47,1,7205.46,-34.1,1.0008,2,7184.6,-154.8,0.99792,3,7256.53,85.6,1.0079
"28220",12.47,1,7205.15,-34.1,1.0008,2,7182.96,-154.8,0.99769,3,7256.63,85.6,1.0079
"6594",12.47,1,7150.77,-34.6,0.99322,2,7183.64,-154.6,0.99779,3,7156.32,85.3,0.99399
"21652",12.47,1,7177.33,-34.2,0.99691,0,0,0,0,0,0,0,0
"1144264",12.47,1,7207.22,-34.1,1.0011,0,0,0,0,0,0,0,0
"63675",12.47,1,7207.09,-34.1,1.001,0,0,0,0,0,0,0,0
"63640",12.47,2,7199.72,-154.6,1,0,0,0,0,0,0,0,0
"63636",12.47,2,7197.64,-154.6,0.99973,0,0,0,0,0,0,0,0
"58415",12.47,1,7149.86,-34.7,0.9931,2,7165.58,-154.6,0.99528,3,7135.86,85.1,0.99115
"88675",12.47,1,7149.81,-34.7,0.99309,2,7165.61,-154.6,0.99528,3,7135.83,85.1,0.99115
"1144252",12.47,2,7024.79,-155.3,0.97572,0,0,0,0,0,0,0,0
"800",12.47,1,7204.37,-34.1,1.0007,2,7193.94,-154.7,0.99922,3,7257.25,85.7,1.008
"8084",12.47,1,7156.18,-34.2,0.99397,2,7137.19,-155.0,0.99134,3,7233.04,85.6,1.0046
"98800",12.47,1,7185.38,-34.2,0.99803,0,0,0,0,0,0,0,0
"851",12.47,1,7185.16,-34.2,0.998,0,0,0,0,0,0,0,0
"58418",12.47,1,7149.25,-34.7,0.99301,0,0,0,0,0,0,0,0
"58422",12.47,1,7149.08,-34.7,0.99299,0,0,0,0,0,0,0,0
"69491",12.47,2,7128.41,-155.0,0.99012,0,0,0,0,0,0,0,0
"99419",12.47,1,7155.64,-34.6,0.9939,0,0,0,0,0,0,0,0
"39757",12.47,2,7085.23,-155.2,0.98412,0,0,0,0,0,0,0,0
"8155",12.47,3,7225.62,85.5,1.0036,0,0,0,0,0,0,0,0
"8156",12.47,3,7225.54,85.5,1.0036,0,0,0,0,0,0,0,0
"1160497",12.47,1,7156.81,-34.2,0.99406,0,0,0,0,0,0,0,0
"MDV201_8159ELB_INT",12.47,1,7156.81,-34.2,0.99406,0,0,0,0,0,0,0,0
"8159",12.47,1,7156.81,-34.2,0.99406,0,0,0,0,0,0,0,0
"825",12.47,2,7186.64,-154.8,0.99821,0,0,0,0,0,0,0,0
"39591",12.47,1,7120.38,-34.2,0.989,0,0,0,0,0,0,0,0
"39592",12.47,1,7120.23,-34.2,0.98898,0,0,0,0,0,0,0,0
"14882",12.47,3,7253.13,85.6,1.0074,0,0,0,0,0,0,0,0
"14867",12.47,3,7252.98,85.6,1.0074,0,0,0,0,0,0,0,0
"103746",12.47,3,7184.04,85.4,0.99784,0,0,0,0,0,0,0,0
"107108",12.47,2,7209.47,-154.6,1.0014,0,0,0,0,0,0,0,0
"1023342",12.47,3,7135.22,85.1,0.99106,0,0,0,0,0,0,0,0
"1160470",12.47,2,6991.4,-155.3,0.97109,0,0,0,0,0,0,0,0
"1160483",12.47,2,6991.01,-155.3,0.97103,0,0,0,0,0,0,0,0
"74437",12.47,3,7101.59,85.1,0.98639,0,0,0,0,0,0,0,0
"14842",12.47,1,7195.18,-34.0,0.99939,0,0,0,0,0,0,0,0
"14843",12.47,1,7195.07,-34.0,0.99938,0,0,0,0,0,0,0,0
"39578",12.47,2,7073.62,-155.2,0.98251,0,0,0,0,0,0,0,0
"786",12.47,2,7186.37,-154.6,0.99817,0,0,0,0,0,0,0,0
"787",12.47,2,7186.19,-154.6,0.99814,0,0,0,0,0,0,0,0
"14892",12.47,1,7216.91,-34.1,1.0024,2,7209.2,-154.5,1.0013,3,7239.4,85.7,1.0055
"28247",12.47,1,7213.67,-34.1,1.002,2,7206.89,-154.5,1.001,3,7232.5,85.7,1.0046
"MDV201_1160464ELB_INT",12.47,1,7131.28,-34.2,0.99052,0,0,0,0,0,0,0,0
"74421",12.47,1,7129.56,-34.7,0.99028,0,0,0,0,0,0,0,0
"1144231",12.47,1,7196.37,-34.0,0.99956,0,0,0,0,0,0,0,0
"8193",12.47,1,7195.87,-34.0,0.99949,0,0,0,0,0,0,0,0
"6573",12.47,2,7014.65,-155.3,0.97432,0,0,0,0,0,0,0,0
"8081",12.47,1,7154,-34.2,0.99367,2,7134.58,-155.0,0.99097,3,7233.19,85.6,1.0047
"1012414",12.47,3,7204.96,85.4,1.0008,0,0,0,0,0,0,0,0
"1012415",12.47,3,7204.95,85.4,1.0007,0,0,0,0,0,0,0,0
"28302",12.47,3,7266.84,85.5,1.0093,0,0,0,0,0,0,0,0
"14835",12.47,3,7267.29,85.5,1.0094,0,0,0,0,0,0,0,0
"14844",12.47,3,7267.25,85.5,1.0094,0,0,0,0,0,0,0,0
"8086",12.47,1,7161.92,-34.2,0.99477,3,7230.69,85.6,1.0043,0,0,0,0
"845",12.47,1,7247.92,-33.8,1.0067,0,0,0,0,0,0,0,0
"8139",12.47,1,7179.76,-34.2,0.99725,0,0,0,0,0,0,0,0
"8089",12.47,1,7129.62,-34.2,0.99029,0,0,0,0,0,0,0,0
"MDV201_1160462ELB_INT",12.47,1,7129.61,-34.2,0.99028,0,0,0,0,0,0,0,0
"69465",12.47,1,7127.26,-34.2,0.98996,0,0,0,0,0,0,0,0
"69464",12.47,1,7127.15,-34.2,0.98994,0,0,0,0,0,0,0,0
"1149719",12.47,2,7177.42,-154.6,0.99692,0,0,0,0,0,0,0,0
"1149720",12.47,2,7177.2,-154.6,0.99689,0,0,0,0,0,0,0,0
"793",12.47,2,7195.14,-154.6,0.99939,0,0,0,0,0,0,0,0
"28190",12.47,1,7189.39,-34.2,0.99859,2,7189.17,-154.8,0.99856,0,0,0,0
"28191",12.47,1,7189.38,-34.2,0.99859,2,7189.15,-154.8,0.99855,0,0,0,0
"14994",12.47,2,7038.68,-155.2,0.97765,0,0,0,0,0,0,0,0
"63661",12.47,2,7206.59,-154.6,1.001,0,0,0,0,0,0,0,0
"63665",12.47,1,7211.78,-34.1,1.0017,2,7200.46,-154.7,1.0001,3,7259.81,85.7,1.0084
"28236",12.47,3,7255.99,85.7,1.0078,0,0,0,0,0,0,0,0
"63712",12.47,3,7202.15,85.5,1.0004,0,0,0,0,0,0,0,0
"8197",12.47,2,7014.03,-155.3,0.97423,0,0,0,0,0,0,0,0
"63633",12.47,2,7196.67,-154.6,0.9996,0,0,0,0,0,0,0,0
"28275",12.47,3,7263.65,85.5,1.0089,0,0,0,0,0,0,0,0
"67896",12.47,1,7149.77,-34.7,0.99308,2,7165.64,-154.6,0.99529,3,7135.77,85.1,0.99114
"8105",12.47,1,7139.48,-34.2,0.99165,0,0,0,0,0,0,0,0
"MDV201_1160506ELB_INT",12.47,1,7139.47,-34.2,0.99165,0,0,0,0,0,0,0,0
"1160506",12.47,1,7139.47,-34.2,0.99165,0,0,0,0,0,0,0,0
"28276",12.47,3,7194.31,85.4,0.99927,0,0,0,0,0,0,0,0
"1144247",12.47,2,7114.19,-155.2,0.98814,0,0,0,0,0,0,0,0
"1160481",12.47,2,6990.35,-155.3,0.97094,0,0,0,0,0,0,0,0
"MDV201_39755ELB_INT",12.47,2,6990.34,-155.3,0.97094,0,0,0,0,0,0,0,0
"39758",12.47,2,7071.61,-155.2,0.98223,0,0,0,0,0,0,0,0
"52520",12.47,2,7053.34,-155.3,0.97969,0,0,0,0,0,0,0,0
"1144240",12.47,1,7171.12,-34.5,0.99605,0,0,0,0,0,0,0,0
"56788",12.47,2,6996.75,-155.3,0.97183,0,0,0,0,0,0,0,0
"89824",12.47,1,7117.07,-34.2,0.98854,0,0,0,0,0,0,0,0
"89823",12.47,1,7117,-34.2,0.98853,0,0,0,0,0,0,0,0
"21651",12.47,1,7181.81,-34.2,0.99753,0,0,0,0,0,0,0,0
"63637",12.47,2,7195.71,-154.6,0.99947,0,0,0,0,0,0,0,0
"63632",12.47,2,7195.48,-154.6,0.99943,0,0,0,0,0,0,0,0
"28270",12.47,3,7191.35,85.4,0.99886,0,0,0,0,0,0,0,0
"63717",12.47,3,7201.87,85.5,1.0003,0,0,0,0,0,0,0,0
"28259",12.47,3,7185.59,85.4,0.99806,0,0,0,0,0,0,0,0
"28260",12.47,3,7184.04,85.4,0.99784,0,0,0,0,0,0,0,0
"14991",12.47,2,6998.05,-155.3,0.97201,0,0,0,0,0,0,0,0
"14997",12.47,2,6997.96,-155.3,0.972,0,0,0,0,0,0,0,0
"1144251",12.47,2,7014.65,-155.3,0.97432,0,0,0,0,0,0,0,0
"74451",12.47,2,7156.24,-154.6,0.99398,0,0,0,0,0,0,0,0
"46389",12.47,2,7154.72,-154.6,0.99377,0,0,0,0,0,0,0,0
"843",12.47,1,7247.14,-33.8,1.0066,0,0,0,0,0,0,0,0
"838",12.47,1,7246.64,-33.8,1.0065,0,0,0,0,0,0,0,0
"MDV201_8147ELB_INT",12.47,1,7139.51,-34.2,0.99166,0,0,0,0,0,0,0,0
"94741",12.47,2,7054.99,-155.3,0.97992,0,0,0,0,0,0,0,0
"69458",12.47,1,7126.99,-34.2,0.98992,0,0,0,0,0,0,0,0
"69459",12.47,1,7126.91,-34.2,0.98991,0,0,0,0,0,0,0,0
"1144250",12.47,2,6999.49,-155.3,0.97221,0,0,0,0,0,0,0,0
"6578",12.47,1,7160.74,-34.6,0.99461,2,7184.84,-154.6,0.99796,3,7160.87,85.3,0.99463
"14979",12.47,3,7180.63,85.4,0.99737,0,0,0,0,0,0,0,0
"14978",12.47,3,7180.22,85.4,0.99731,0,0,0,0,0,0,0,0
"74454",12.47,3,7117.72,85.1,0.98863,0,0,0,0,0,0,0,0
"102188",12.47,3,7267.46,85.5,1.0094,0,0,0,0,0,0,0,0
"8118",12.47,1,7154.79,-34.2,0.99378,0,0,0,0,0,0,0,0
"104582",12.47,3,7131.03,85.1,0.99048,0,0,0,0,0,0,0,0
"14894",12.47,1,7202.04,-34.1,1.0003,0,0,0,0,0,0,0,0
"63682",12.47,1,7207.01,-34.1,1.001,2,7190.87,-154.7,0.99879,3,7257.15,85.7,1.008
"74414",12.47,2,7175.35,-154.6,0.99664,0,0,0,0,0,0,0,0
"1160498",12.47,1,7139.41,-34.2,0.99165,0,0,0,0,0,0,0,0
"MDV201_8109ELB_INT",12.47,1,7139.4,-34.2,0.99164,0,0,0,0,0,0,0,0
"8109",12.47,1,7139.4,-34.2,0.99164,0,0,0,0,0,0,0,0
"63635",12.47,2,7198.64,-154.6,0.99987,0,0,0,0,0,0,0,0
"8183",12.47,1,7195,-34.0,0.99937,0,0,0,0,0,0,0,0
"8182",12.47,1,7194.88,-34.0,0.99935,0,0,0,0,0,0,0,0
"1010730",12.47,1,7172.11,-34.5,0.99619,2,7185.21,-154.5,0.99801,3,7165.47,85.3,0.99527
"63673",12.47,3,7222.17,85.5,1.0031,0,0,0,0,0,0,0,0
"1160503",12.47,1,7139.68,-34.2,0.99168,0,0,0,0,0,0,0,0
"44583",12.47,1,7202.52,-34.3,1.0004,2,7195.36,-154.5,0.99942,3,7200.93,85.5,1.0002
"1160460",12.47,1,7141.85,-34.2,0.99198,0,0,0,0,0,0,0,0
"MDV201_8145ELB_INT",12.47,1,7141.82,-34.2,0.99198,0,0,0,0,0,0,0,0
"69616",12.47,1,7118.34,-34.2,0.98872,2,7074.6,-155.2,0.98264,3,7216.52,85.4,1.0024
"39624",12.47,2,7123.37,-155.0,0.98942,0,0,0,0,0,0,0,0
"MDV201_8101ELB_INT",12.47,1,7139.67,-34.2,0.99168,0,0,0,0,0,0,0,0
"28307",12.47,1,7117.19,-34.2,0.98856,0,0,0,0,0,0,0,0
"39596",12.47,1,7120.53,-34.2,0.98902,0,0,0,0,0,0,0,0
"1160499",12.47,1,7139.59,-34.2,0.99167,0,0,0,0,0,0,0,0
"MDV201_8146ELB_INT",12.47,1,7139.58,-34.2,0.99167,0,0,0,0,0,0,0,0
"8146",12.47,1,7139.58,-34.2,0.99167,0,0,0,0,0,0,0,0
"58412",12.47,1,7149.68,-34.7,0.99307,0,0,0,0,0,0,0,0
"58413",12.47,1,7149.58,-34.7,0.99306,0,0,0,0,0,0,0,0
"46387",12.47,2,7151.94,-154.7,0.99339,0,0,0,0,0,0,0,0
"1012413",12.47,3,7205.05,85.4,1.0008,0,0,0,0,0,0,0,0
"MDV201_1160495ELB_INT",12.47,1,7130.61,-34.2,0.99042,0,0,0,0,0,0,0,0
"28227",12.47,3,7255.56,85.6,1.0078,0,0,0,0,0,0,0,0
"1160459",12.47,1,7143.15,-34.2,0.99217,0,0,0,0,0,0,0,0
"39603",12.47,2,7120.72,-155.0,0.98905,0,0,0,0,0,0,0,0
"28283",12.47,1,7118.01,-34.2,0.98867,0,0,0,0,0,0,0,0
"58417",12.47,1,7149.98,-34.7,0.99311,2,7165.5,-154.6,0.99527,3,7135.9,85.1,0.99116
"108763",12.47,1,7189.29,-34.2,0.99857,2,7189.08,-154.8,0.99855,3,7249.35,85.6,1.0069
"28230",12.47,1,7199.52,-34.1,0.99999,0,0,0,0,0,0,0,0
"8187",12.47,1,7195.28,-34.0,0.99941,0,0,0,0,0,0,0,0
"MDV201_C_1P031_1160490_INT",12.47,1,7139.51,-34.2,0.99166,0,0,0,0,0,0,0,0
"58425",12.47,1,7148.85,-34.7,0.99296,0,0,0,0,0,0,0,0
"14830",12.47,3,7274.02,85.5,1.0103,0,0,0,0,0,0,0,0
"14837",12.47,3,7264.02,85.5,1.009,0,0,0,0,0,0,0,0
"8106",12.47,1,7157.78,-34.2,0.9942,0,0,0,0,0,0,0,0
"1160457",12.47,1,7139.8,-34.2,0.9917,0,0,0,0,0,0,0,0
"1163437",12.47,3,7166.4,85.3,0.99539,0,0,0,0,0,0,0,0
"14877",12.47,1,7198.78,-34.1,0.99989,0,0,0,0,0,0,0,0
"1160471",12.47,2,6996.84,-155.3,0.97184,0,0,0,0,0,0,0,0
"MDV201_6568ELB_INT",12.47,2,6996.79,-155.3,0.97184,0,0,0,0,0,0,0,0
"8188",12.47,3,7150.63,85.3,0.9932,0,0,0,0,0,0,0,0
"56787",12.47,1,7131.45,-34.7,0.99054,0,0,0,0,0,0,0,0
"MDV201_39756ELB_INT",12.47,2,6991,-155.3,0.97103,0,0,0,0,0,0,0,0
"62259",12.47,3,7166.7,85.3,0.99544,0,0,0,0,0,0,0,0
"14832",12.47,1,7195.04,-33.9,0.99937,2,7125.84,-155.1,0.98976,3,7273.63,85.5,1.0103
"56750",12.47,1,7149.53,-34.6,0.99305,0,0,0,0,0,0,0,0
"46395",12.47,1,7148.27,-34.6,0.99288,2,7166.29,-154.6,0.99538,3,7141.34,85.2,0.99191
"MDV201_8144ELB_INT",12.47,1,7143.18,-34.2,0.99217,0,0,0,0,0,0,0,0
"8144",12.47,1,7143.18,-34.2,0.99217,0,0,0,0,0,0,0,0
"811",12.47,2,7195.55,-154.6,0.99944,0,0,0,0,0,0,0,0
"8122",12.47,1,7155.91,-34.2,0.99394,0,0,0,0,0,0,0,0
"104356",12.47,3,7203.4,85.5,1.0005,0,0,0,0,0,0,0,0
"44581",12.47,3,7202.66,85.5,1.0004,0,0,0,0,0,0,0,0
"74434",12.47,1,7146.04,-34.6,0.99257,0,0,0,0,0,0,0,0
"1103249",12.47,2,6999.22,-155.3,0.97217,0,0,0,0,0,0,0,0
"44584",12.47,1,7201.74,-34.3,1.0003,2,7194.68,-154.5,0.99932,3,7198.7,85.5,0.99988
"8137",12.47,1,7178.13,-34.2,0.99702,0,0,0,0,0,0,0,0
"8138",12.47,1,7178.05,-34.2,0.99701,0,0,0,0,0,0,0,0
"8154",12.47,3,7225.74,85.5,1.0036,0,0,0,0,0,0,0,0
"63644",12.47,2,7202.58,-154.6,1.0004,0,0,0,0,0,0,0,0
"1008228",12.47,2,7100.73,-155.1,0.98627,0,0,0,0,0,0,0,0
"39742",12.47,3,7106.92,85.1,0.98713,0,0,0,0,0,0,0,0
"102189",12.47,3,7191.35,85.4,0.99886,0,0,0,0,0,0,0,0
