Bus,BasekV,Node1,Magnitude1,Angle1,pu1,Node2,Magnitude2,Angle2,pu2,Node3,Magnitude3,Angle3,pu3
"SOURCEBUS",115,1,69715,0.0,1.05,2,69715,-120.0,1.05,3,69715,120.0,1.05
"_MDV_SUB_1_LSB",12.47,1,7318.56,-33.4,1.0165,2,7305.84,-153.7,1.0148,3,7319.16,86.7,1.0166
"MDV201",12.47,1,7318.56,-33.4,1.0165,2,7305.84,-153.7,1.0148,3,7319.16,86.7,1.0166
"94743",12.47,1,7112.21,-34.2,0.98787,0,0,0,0,0,0,0,0
"94744",12.47,1,7112.12,-34.2,0.98785,0,0,0,0,0,0,0,0
"62244",12.47,3,7170.6,85.3,0.99598,0,0,0,0,0,0,0,0
"62235",12.47,3,7169.82,85.3,0.99587,0,0,0,0,0,0,0,0
"1144235",12.47,1,7149.85,-34.7,0.9931,0,0,0,0,0,0,0,0
"1144234",12.47,1,7149.48,-34.7,0.99304,0,0,0,0,0,0,0,0
"39754",12.47,2,6990.67,-155.3,0.97099,0,0,0,0,0,0,0,0
"MDV201_1160486ELB_INT",12.47,2,6990.66,-155.3,0.97099,0,0,0,0,0,0,0,0
"1160486",12.47,2,6990.66,-155.3,0.97099,0,0,0,0,0,0,0,0
"1160476",12.47,2,6995.41,-155.3,0.97164,0,0,0,0,0,0,0,0
"1160473",12.47,2,6994.39,-155.3,0.9715,0,0,0,0,0,0,0,0
"8163",12.47,1,7200.13,-34.3,1.0001,2,7193.13,-154.5,0.99911,3,7194.49,85.4,0.9993
"8164",12.47,1,7197.82,-34.3,0.99976,2,7191.28,-154.5,0.99885,3,7188.6,85.4,0.99848
"103730",12.47,2,7088.26,-155.2,0.98454,0,0,0,0,0,0,0,0
"39610",12.47,2,7088.22,-155.2,0.98454,0,0,0,0,0,0,0,0
"835",12.47,1,7249.39,-33.8,1.0069,0,0,0,0,0,0,0,0
"842",12.47,1,7248.62,-33.8,1.0068,0,0,0,0,0,0,0,0
"39775",12.47,2,6997.7,-155.3,0.97196,0,0,0,0,0,0,0,0
"39760",12.47,2,6997.27,-155.3,0.9719,0,0,0,0,0,0,0,0
"15004",12.47,2,6993.27,-155.3,0.97135,0,0,0,0,0,0,0,0
"MDV201_1160480ELB_INT",12.47,2,6993.24,-155.3,0.97134,0,0,0,0,0,0,0,0
"1160480",12.47,2,6993.24,-155.3,0.97134,0,0,0,0,0,0,0,0
"1160492",12.47,1,7129.97,-34.2,0.99033,0,0,0,0,0,0,0,0
"MDV201_8088ELB_INT",12.47,1,7129.96,-34.2,0.99033,0,0,0,0,0,0,0,0
"8088",12.47,1,7129.96,-34.2,0.99033,0,0,0,0,0,0,0,0
"829",12.47,1,7176.87,-34.2,0.99685,2,7162.1,-154.9,0.9948,3,7242.12,85.6,1.0059
"834",12.47,1,7169.18,-34.2,0.99578,2,7152.74,-154.9,0.9935,3,7237.03,85.6,1.0052
"15005",12.47,2,6991.97,-155.3,0.97117,0,0,0,0,0,0,0,0
"MDV201_1160478ELB_INT",12.47,2,6991.95,-155.3,0.97116,0,0,0,0,0,0,0,0
"1160478",12.47,2,6991.95,-155.3,0.97116,0,0,0,0,0,0,0,0
"44582",12.47,1,7204,-34.3,1.0006,2,7196.79,-154.5,0.99962,3,7205.39,85.5,1.0008
"8160",12.47,1,7203.37,-34.3,1.0005,2,7196.12,-154.5,0.99952,3,7203.4,85.5,1.0005
"89783",12.47,3,7153.26,85.3,0.99357,0,0,0,0,0,0,0,0
"89791",12.47,3,7152.2,85.3,0.99342,0,0,0,0,0,0,0,0
"6584",12.47,1,7152.54,-34.6,0.99347,2,7184.24,-154.6,0.99787,3,7157.36,85.3,0.99414
"99422",12.47,1,7152.53,-34.6,0.99347,0,0,0,0,0,0,0,0
"8113",12.47,1,7193.67,-34.2,0.99918,2,7188.33,-154.8,0.99844,3,7250.59,85.6,1.0071
"8124",12.47,1,7192.5,-34.2,0.99902,2,7188.65,-154.8,0.99848,3,7249.87,85.6,1.007
"14880",12.47,1,7201.44,-34.0,1.0003,2,7169.07,-154.9,0.99576,3,7260.25,85.6,1.0084
"63707",12.47,1,7200.61,-34.0,1.0001,2,7165.58,-154.9,0.99528,3,7261.28,85.6,1.0086
"74449",12.47,3,7103.05,85.1,0.9866,0,0,0,0,0,0,0,0
"74450",12.47,3,7102.91,85.1,0.98658,0,0,0,0,0,0,0,0
"14989",12.47,2,7052.81,-155.2,0.97962,0,0,0,0,0,0,0,0
"100494",12.47,2,7052.81,-155.2,0.97962,0,0,0,0,0,0,0,0
"63683",12.47,1,7209.41,-34.1,1.0014,3,7258.18,85.7,1.0081,0,0,0,0
"107110",12.47,1,7209.4,-34.1,1.0014,3,7258.16,85.7,1.0081,0,0,0,0
"1144242",12.47,3,7249.51,85.6,1.0069,0,0,0,0,0,0,0,0
"8121",12.47,3,7248.94,85.6,1.0069,0,0,0,0,0,0,0,0
"63668",12.47,3,7223.94,85.5,1.0034,0,0,0,0,0,0,0,0
"63671",12.47,3,7223.26,85.5,1.0033,0,0,0,0,0,0,0,0
"89784",12.47,3,7158.31,85.3,0.99427,0,0,0,0,0,0,0,0
"89781",12.47,3,7156.33,85.3,0.994,0,0,0,0,0,0,0,0
"39734",12.47,1,7126.02,-34.7,0.98979,0,0,0,0,0,0,0,0
"39751",12.47,1,7125.52,-34.7,0.98972,0,0,0,0,0,0,0,0
"63657",12.47,1,7229.44,-34.0,1.0042,2,7218.27,-154.5,1.0026,3,7265.9,85.8,1.0092
"63658",12.47,1,7226.26,-34.0,1.0037,2,7214.62,-154.5,1.0021,3,7265.57,85.8,1.0092
"74445",12.47,2,7159.19,-154.6,0.99439,0,0,0,0,0,0,0,0
"74448",12.47,2,7157.73,-154.6,0.99419,0,0,0,0,0,0,0,0
"1012641",12.47,3,7201.92,85.5,1.0003,0,0,0,0,0,0,0,0
"1012643",12.47,3,7201.92,85.5,1.0003,0,0,0,0,0,0,0,0
"39570",12.47,1,7112.87,-34.2,0.98796,0,0,0,0,0,0,0,0
"39569",12.47,1,7112.68,-34.2,0.98793,0,0,0,0,0,0,0,0
"14858",12.47,1,7210.46,-34.2,1.0015,0,0,0,0,0,0,0,0
"14869",12.47,1,7210.46,-34.2,1.0015,0,0,0,0,0,0,0,0
"89796",12.47,3,7204.51,85.4,1.0007,0,0,0,0,0,0,0,0
"89790",12.47,3,7204.35,85.4,1.0007,0,0,0,0,0,0,0,0
"28271",12.47,3,7267.09,85.5,1.0094,0,0,0,0,0,0,0,0
"28272",12.47,3,7266.96,85.5,1.0094,0,0,0,0,0,0,0,0
"69478",12.47,1,7127.39,-34.2,0.98998,2,7100.81,-155.1,0.98628,3,7230.61,85.5,1.0043
"69477",12.47,1,7127.39,-34.2,0.98998,2,7100.8,-155.1,0.98628,3,7230.62,85.5,1.0043
"8175",12.47,3,7150.48,85.3,0.99318,0,0,0,0,0,0,0,0
"8176",12.47,3,7150.34,85.3,0.99316,0,0,0,0,0,0,0,0
"8184",12.47,1,7196.71,-34.0,0.9996,2,7147.69,-155.0,0.9928,3,7266.97,85.5,1.0094
"1144230",12.47,1,7196.71,-34.0,0.9996,0,0,0,0,0,0,0,0
"39595",12.47,1,7120.27,-34.2,0.98899,2,7083.37,-155.2,0.98386,3,7226.45,85.5,1.0037
"39582",12.47,1,7118.62,-34.2,0.98876,2,7078.35,-155.2,0.98316,3,7225.44,85.5,1.0036
"46385",12.47,2,7153.46,-154.6,0.9936,0,0,0,0,0,0,0,0
"46386",12.47,2,7152.62,-154.6,0.99348,0,0,0,0,0,0,0,0
"106884",12.47,3,7171.2,85.3,0.99606,0,0,0,0,0,0,0,0
"1160493",12.47,1,7132.8,-34.2,0.99073,0,0,0,0,0,0,0,0
"MDV201_8075ELB_INT",12.47,1,7132.77,-34.2,0.99072,0,0,0,0,0,0,0,0
"8075",12.47,1,7132.77,-34.2,0.99072,0,0,0,0,0,0,0,0
"69460",12.47,1,7129.48,-34.2,0.99027,0,0,0,0,0,0,0,0
"MDV201_107997ELB_INT",12.47,1,7129.48,-34.2,0.99027,0,0,0,0,0,0,0,0
"107997",12.47,1,7129.48,-34.2,0.99027,0,0,0,0,0,0,0,0
"8180",12.47,3,7150.28,85.3,0.99316,0,0,0,0,0,0,0,0
"1160461",12.47,1,7141.79,-34.2,0.99198,0,0,0,0,0,0,0,0
"8100",12.47,1,7140.28,-34.2,0.99177,0,0,0,0,0,0,0,0
"39776",12.47,3,7181.66,85.4,0.99751,0,0,0,0,0,0,0,0
"33824",12.47,3,7181.04,85.4,0.99743,0,0,0,0,0,0,0,0
"1140227",12.47,1,7202.47,-34.1,1.0004,0,0,0,0,0,0,0,0
"14873",12.47,1,7202.32,-34.1,1.0004,0,0,0,0,0,0,0,0
"1160488",12.47,2,7186.13,-154.5,0.99813,0,0,0,0,0,0,0,0
"MDV201_62249ELB_INT",12.47,2,7186.13,-154.5,0.99813,0,0,0,0,0,0,0,0
"62249",12.47,2,7186.13,-154.5,0.99813,0,0,0,0,0,0,0,0
"107106",12.47,2,7198.63,-154.6,0.99987,0,0,0,0,0,0,0,0
"63634",12.47,2,7197.56,-154.6,0.99972,0,0,0,0,0,0,0,0
"1160494",12.47,1,7132.74,-34.2,0.99072,0,0,0,0,0,0,0,0
"1160467",12.47,1,7132.27,-34.2,0.99065,0,0,0,0,0,0,0,0
"8185",12.47,1,7196.63,-34.0,0.99959,0,0,0,0,0,0,0,0
"796",12.47,1,7312.41,-33.4,1.0157,2,7300.12,-153.7,1.014,3,7315.05,86.6,1.016
"791",12.47,1,7305.75,-33.5,1.0148,2,7294.07,-153.8,1.0131,3,7310.96,86.6,1.0155
"62306",12.47,3,7153.56,85.3,0.99361,0,0,0,0,0,0,0,0
"62303",12.47,3,7153.26,85.3,0.99357,0,0,0,0,0,0,0,0
"14839",12.47,3,7264,85.5,1.009,0,0,0,0,0,0,0,0
"100478",12.47,3,7264,85.5,1.009,0,0,0,0,0,0,0,0
"58441",12.47,1,7119.12,-34.2,0.98883,2,7072.86,-155.2,0.9824,3,7206.83,85.4,1.001
"58446",12.47,1,7119.14,-34.2,0.98883,2,7072.72,-155.2,0.98238,3,7205.92,85.4,1.0009
"112112",12.47,2,7075.15,-155.2,0.98272,0,0,0,0,0,0,0,0
"52515",12.47,2,7074.74,-155.2,0.98266,0,0,0,0,0,0,0,0
"846",12.47,1,7189.57,-34.2,0.99861,2,7189.39,-154.8,0.99859,3,7249.55,85.6,1.0069
"98795",12.47,1,7189.57,-34.2,0.99861,2,7189.39,-154.8,0.99859,3,7249.55,85.6,1.0069
"39623",12.47,2,7121.25,-155.0,0.98912,0,0,0,0,0,0,0,0
"39602",12.47,2,7120.85,-155.0,0.98907,0,0,0,0,0,0,0,0
"56777",12.47,1,7145.28,-34.7,0.99246,2,7179.93,-154.6,0.99727,3,7151.93,85.3,0.99338
"56778",12.47,1,7145.53,-34.6,0.9925,2,7177.46,-154.6,0.99693,3,7150.52,85.3,0.99319
"44586",12.47,1,7191.67,-34.4,0.9989,2,7187.14,-154.5,0.99828,3,7173.97,85.3,0.99645
"62239",12.47,1,7190.25,-34.4,0.99871,2,7186.83,-154.5,0.99823,3,7173.03,85.3,0.99632
"46394",12.47,1,7147.48,-34.6,0.99277,2,7166.66,-154.6,0.99543,3,7143.27,85.2,0.99218
"46393",12.47,1,7147.48,-34.6,0.99277,2,7166.66,-154.6,0.99543,3,7143.27,85.2,0.99218
"1144254",12.47,2,7205.5,-154.5,1.0008,0,0,0,0,0,0,0,0
"28246",12.47,2,7205.45,-154.5,1.0008,0,0,0,0,0,0,0,0
"14996",12.47,2,6999.76,-155.3,0.97225,0,0,0,0,0,0,0,0
"39771",12.47,2,6999.53,-155.3,0.97222,0,0,0,0,0,0,0,0
"74432",12.47,1,7146.25,-34.6,0.9926,0,0,0,0,0,0,0,0
"108776",12.47,1,7146.25,-34.6,0.9926,0,0,0,0,0,0,0,0
"1160489",12.47,1,7252.72,-33.8,1.0074,0,0,0,0,0,0,0,0
"MDV201_795ELB_INT",12.47,1,7252.72,-33.8,1.0074,0,0,0,0,0,0,0,0
"795",12.47,1,7252.72,-33.8,1.0074,0,0,0,0,0,0,0,0
"14879",12.47,1,7202.47,-34.1,1.0004,2,7173.26,-154.9,0.99635,3,7259.02,85.6,1.0083
"8099",12.47,3,7250.84,85.6,1.0071,0,0,0,0,0,0,0,0
"8103",12.47,3,7250.43,85.6,1.0071,0,0,0,0,0,0,0,0
"1000983",12.47,1,7145.08,-34.7,0.99243,0,0,0,0,0,0,0,0
"56768",12.47,1,7143.67,-34.7,0.99224,0,0,0,0,0,0,0,0
"62265",12.47,1,7178.43,-34.5,0.99707,2,7185.31,-154.5,0.99802,3,7168,85.3,0.99562
"62262",12.47,1,7175.39,-34.5,0.99664,2,7185.25,-154.5,0.99801,3,7166.79,85.3,0.99545
"39752",12.47,2,6999.34,-155.3,0.97219,0,0,0,0,0,0,0,0
"1017350",12.47,2,6998.09,-155.3,0.97202,0,0,0,0,0,0,0,0
"1017348",12.47,2,6997.36,-155.3,0.97191,0,0,0,0,0,0,0,0
"56760",12.47,1,7147.93,-34.6,0.99283,0,0,0,0,0,0,0,0
"56764",12.47,1,7147.48,-34.6,0.99277,0,0,0,0,0,0,0,0
"39620",12.47,2,7127.88,-155.0,0.99004,0,0,0,0,0,0,0,0
"39617",12.47,2,7127.48,-155.0,0.98999,0,0,0,0,0,0,0,0
"39589",12.47,1,7116.11,-34.2,0.98841,0,0,0,0,0,0,0,0
"39580",12.47,1,7116.06,-34.2,0.9884,0,0,0,0,0,0,0,0
"74446",12.47,3,7102.4,85.1,0.9865,0,0,0,0,0,0,0,0
"74440",12.47,3,7102.02,85.1,0.98645,0,0,0,0,0,0,0,0
"58430",12.47,1,7149.16,-34.6,0.993,2,7165.88,-154.6,0.99532,3,7139.19,85.2,0.99162
"58429",12.47,1,7149.84,-34.6,0.99309,2,7165.53,-154.6,0.99527,3,7137.6,85.1,0.99139
"28213",12.47,1,7186.04,-34.2,0.99812,0,0,0,0,0,0,0,0
"21655",12.47,1,7184.6,-34.2,0.99792,0,0,0,0,0,0,0,0
"63666",12.47,1,7207.13,-34.1,1.0011,3,7256.63,85.7,1.0079,0,0,0,0
"28249",12.47,1,7205.15,-34.1,1.0008,3,7256.25,85.7,1.0079,0,0,0,0
"105409",12.47,1,7204.52,-34.1,1.0007,2,7179.59,-154.8,0.99723,3,7257.03,85.6,1.008
"52524",12.47,1,7203.69,-34.1,1.0006,2,7177.24,-154.8,0.9969,3,7257.84,85.6,1.0081
"74424",12.47,1,7128.03,-34.7,0.99007,0,0,0,0,0,0,0,0
"39733",12.47,1,7126.86,-34.7,0.9899,0,0,0,0,0,0,0,0
"8111",12.47,1,7194.85,-34.2,0.99935,2,7188.02,-154.8,0.9984,3,7251.31,85.6,1.0072
"836",12.47,2,7127.36,-155.0,0.98997,0,0,0,0,0,0,0,0
"837",12.47,2,7125.9,-155.0,0.98977,0,0,0,0,0,0,0,0
"1023346",12.47,1,7313,-33.4,1.0158,2,7300.71,-153.7,1.014,3,7315.57,86.6,1.0161
"MDV201_796USD_INT",12.47,1,7312.54,-33.4,1.0157,2,7300.21,-153.7,1.014,3,7315.12,86.6,1.0161
"28262",12.47,3,7191.17,85.4,0.99884,0,0,0,0,0,0,0,0
"28263",12.47,3,7191.13,85.4,0.99883,0,0,0,0,0,0,0,0
"52519",12.47,2,7052.51,-155.3,0.97958,0,0,0,0,0,0,0,0
"52521",12.47,2,7052.09,-155.3,0.97952,0,0,0,0,0,0,0,0
"28199",12.47,1,7189.53,-34.2,0.99861,2,7189.34,-154.8,0.99858,3,7249.53,85.6,1.0069
"28196",12.47,1,7189.48,-34.2,0.9986,2,7189.29,-154.8,0.99857,3,7249.5,85.6,1.0069
"28264",12.47,3,7191.23,85.4,0.99884,0,0,0,0,0,0,0,0
"28229",12.47,3,7253.48,85.7,1.0075,0,0,0,0,0,0,0,0
"52531",12.47,3,7253.24,85.7,1.0075,0,0,0,0,0,0,0,0
"14870",12.47,1,7208.81,-34.2,1.0013,0,0,0,0,0,0,0,0
"46398",12.47,3,7132.76,85.1,0.99072,0,0,0,0,0,0,0,0
"46399",12.47,3,7131.03,85.1,0.99048,0,0,0,0,0,0,0,0
"62264",12.47,1,7181.18,-34.4,0.99745,2,7185.44,-154.5,0.99804,3,7169.05,85.3,0.99576
"106895",12.47,2,7185.44,-154.5,0.99804,0,0,0,0,0,0,0,0
"1163442",12.47,3,7166.4,85.3,0.99539,0,0,0,0,0,0,0,0
"MDV201_1163443ELB_INT",12.47,3,7166.4,85.3,0.99539,0,0,0,0,0,0,0,0
"1163443",12.47,3,7166.4,85.3,0.99539,0,0,0,0,0,0,0,0
"99420",12.47,1,7155.51,-34.6,0.99388,2,7184.5,-154.6,0.99791,3,7158.66,85.3,0.99432
"14828",12.47,1,7194.87,-33.9,0.99935,2,7123.21,-155.2,0.9894,3,7274.5,85.5,1.0104
"1144249",12.47,3,7274.49,85.5,1.0104,0,0,0,0,0,0,0,0
"63726",12.47,1,7207.63,-34.2,1.0011,0,0,0,0,0,0,0,0
"8134",12.47,1,7178.75,-34.2,0.99711,0,0,0,0,0,0,0,0
"8131",12.47,1,7178.39,-34.2,0.99706,0,0,0,0,0,0,0,0
"62232",12.47,3,7168.42,85.3,0.99567,0,0,0,0,0,0,0,0
"62234",12.47,3,7167.82,85.3,0.99559,0,0,0,0,0,0,0,0
"841",12.47,1,7162.5,-34.2,0.99485,2,7144.6,-154.9,0.99237,3,7232.6,85.6,1.0046
"8083",12.47,1,7158.95,-34.2,0.99436,2,7140.51,-155.0,0.9918,3,7232.84,85.6,1.0046
"39579",12.47,2,7070.85,-155.2,0.98212,0,0,0,0,0,0,0,0
"52518",12.47,2,7068.34,-155.2,0.98177,0,0,0,0,0,0,0,0
"782",12.47,1,7290.59,-33.6,1.0126,2,7279.95,-153.9,1.0112,3,7302.37,86.4,1.0143
"783",12.47,1,7284.08,-33.6,1.0117,2,7273.76,-154.0,1.0103,3,7298.97,86.4,1.0138
"8132",12.47,1,7177.39,-34.2,0.99692,0,0,0,0,0,0,0,0
"8133",12.47,1,7177.36,-34.2,0.99692,0,0,0,0,0,0,0,0
"MDV201_C_1P032_1160490_INT",12.47,1,7139.51,-34.2,0.99166,0,0,0,0,0,0,0,0
"1160490",12.47,1,7139.51,-34.2,0.99166,0,0,0,0,0,0,0,0
"100477",12.47,3,7264.02,85.5,1.009,0,0,0,0,0,0,0,0
"28274",12.47,3,7263.82,85.5,1.0089,0,0,0,0,0,0,0,0
"63677",12.47,1,7206.49,-34.1,1.001,0,0,0,0,0,0,0,0
"63676",12.47,1,7206.29,-34.1,1.0009,0,0,0,0,0,0,0,0
"102184",12.47,3,7186.33,85.4,0.99816,0,0,0,0,0,0,0,0
"28266",12.47,3,7186.29,85.4,0.99816,0,0,0,0,0,0,0,0
"39772",12.47,3,7181.63,85.4,0.99751,0,0,0,0,0,0,0,0
"39773",12.47,3,7181.53,85.4,0.9975,0,0,0,0,0,0,0,0
"28241",12.47,1,7201.11,-34.1,1.0002,0,0,0,0,0,0,0,0
"28238",12.47,1,7200.33,-34.1,1.0001,0,0,0,0,0,0,0,0
"848",12.47,2,7133.42,-155.0,0.99081,0,0,0,0,0,0,0,0
"1144260",12.47,2,7133.4,-155.0,0.99081,0,0,0,0,0,0,0,0
"8095",12.47,3,7228.05,85.5,1.004,0,0,0,0,0,0,0,0
"8098",12.47,3,7227.84,85.5,1.0039,0,0,0,0,0,0,0,0
"849",12.47,2,7129.95,-155.0,0.99033,0,0,0,0,0,0,0,0
"850",12.47,2,7129.23,-155.0,0.99023,0,0,0,0,0,0,0,0
"63714",12.47,1,7207.64,-34.2,1.0011,2,7200.88,-154.5,1.0002,3,7216.72,85.6,1.0024
"63711",12.47,1,7205.05,-34.2,1.0008,2,7197.96,-154.5,0.99978,3,7208.71,85.5,1.0013
"1160484",12.47,2,6990.98,-155.3,0.97103,0,0,0,0,0,0,0,0
"1160485",12.47,2,6990.69,-155.3,0.97099,0,0,0,0,0,0,0,0
"8127",12.47,1,7178.07,-34.2,0.99702,0,0,0,0,0,0,0,0
"8128",12.47,1,7177.83,-34.2,0.99698,0,0,0,0,0,0,0,0
"8119",12.47,1,7155.03,-34.2,0.99381,0,0,0,0,0,0,0,0
"8117",12.47,1,7154.87,-34.2,0.99379,0,0,0,0,0,0,0,0
"63709",12.47,1,7204.87,-34.2,1.0007,0,0,0,0,0,0,0,0
"63710",12.47,1,7204.69,-34.2,1.0007,0,0,0,0,0,0,0,0
"21654",12.47,1,7183.63,-34.2,0.99779,0,0,0,0,0,0,0,0
"21653",12.47,1,7182.61,-34.2,0.99765,0,0,0,0,0,0,0,0
"63708",12.47,3,7249.11,85.6,1.0069,0,0,0,0,0,0,0,0
"63703",12.47,3,7248.32,85.6,1.0068,0,0,0,0,0,0,0,0
"58411",12.47,1,7149.78,-34.7,0.99309,2,7165.63,-154.6,0.99529,3,7135.81,85.1,0.99115
"106254",12.47,1,7149.78,-34.7,0.99309,0,0,0,0,0,0,0,0
"1012405",12.47,3,7205.4,85.4,1.0008,0,0,0,0,0,0,0,0
"1012407",12.47,3,7205.26,85.4,1.0008,0,0,0,0,0,0,0,0
"810",12.47,1,7197.5,-34.2,0.99971,2,7187.37,-154.8,0.99831,3,7254.17,85.6,1.0076
"1010731",12.47,1,7196.47,-34.2,0.99957,2,7187.59,-154.8,0.99834,3,7252.74,85.6,1.0074
"39745",12.47,3,7103.55,85.1,0.98666,0,0,0,0,0,0,0,0
"74453",12.47,3,7102.7,85.1,0.98655,0,0,0,0,0,0,0,0
"6580",12.47,1,7157.02,-34.6,0.99409,2,7184.63,-154.6,0.99793,3,7159.31,85.3,0.99441
"6582",12.47,1,7155.64,-34.6,0.9939,2,7184.54,-154.6,0.99791,3,7158.73,85.3,0.99433
"1012412",12.47,3,7205.15,85.4,1.0008,0,0,0,0,0,0,0,0
"69622",12.47,2,7059.2,-155.3,0.9805,0,0,0,0,0,0,0,0
"69620",12.47,2,7057.71,-155.3,0.9803,0,0,0,0,0,0,0,0
"63654",12.47,1,7224,-34.0,1.0034,2,7214.23,-154.5,1.002,3,7254.49,85.8,1.0076
"14891",12.47,1,7220.19,-34.1,1.0029,2,7211.52,-154.5,1.0017,3,7246.38,85.7,1.0065
"56756",12.47,2,6997.65,-155.3,0.97195,0,0,0,0,0,0,0,0
"1103250",12.47,2,6997.65,-155.3,0.97195,0,0,0,0,0,0,0,0
"6581",12.47,2,6998.1,-155.3,0.97202,0,0,0,0,0,0,0,0
"14876",12.47,3,7249.17,85.6,1.0069,0,0,0,0,0,0,0,0
"14872",12.47,3,7248.99,85.6,1.0069,0,0,0,0,0,0,0,0
"1144245",12.47,2,7092.47,-155.2,0.98513,0,0,0,0,0,0,0,0
"62301",12.47,2,7092.39,-155.2,0.98511,0,0,0,0,0,0,0,0
"806",12.47,2,7192.12,-154.6,0.99897,0,0,0,0,0,0,0,0
"809",12.47,2,7190.69,-154.6,0.99877,0,0,0,0,0,0,0,0
"28248",12.47,1,7201.15,-34.1,1.0002,0,0,0,0,0,0,0,0
"28242",12.47,1,7200.93,-34.1,1.0002,0,0,0,0,0,0,0,0
"74420",12.47,1,7146.11,-34.6,0.99258,2,7173.35,-154.6,0.99636,3,7147.76,85.2,0.99281
"74428",12.47,1,7146.28,-34.6,0.9926,2,7172.26,-154.6,0.99621,3,7146.99,85.2,0.9927
"14831",12.47,3,7272.64,85.5,1.0102,0,0,0,0,0,0,0,0
"14833",12.47,3,7269.59,85.5,1.0097,0,0,0,0,0,0,0,0
"28251",12.47,1,7203.68,-34.1,1.0006,3,7256.15,85.7,1.0079,0,0,0,0
"14893",12.47,1,7202.18,-34.1,1.0004,3,7256.04,85.7,1.0078,0,0,0,0
"74456",12.47,3,7123.44,85.1,0.98943,0,0,0,0,0,0,0,0
"46407",12.47,3,7119.8,85.1,0.98892,0,0,0,0,0,0,0,0
"94736",12.47,1,7112.68,-34.2,0.98793,0,0,0,0,0,0,0,0
"94737",12.47,1,7112.56,-34.2,0.98792,0,0,0,0,0,0,0,0
"89779",12.47,3,7204,85.4,1.0006,0,0,0,0,0,0,0,0
"89780",12.47,3,7203.79,85.4,1.0006,0,0,0,0,0,0,0,0
"100480",12.47,3,7249.6,85.6,1.007,0,0,0,0,0,0,0,0
"1000988",12.47,1,7156.87,-34.2,0.99407,0,0,0,0,0,0,0,0
"1000987",12.47,1,7156.84,-34.2,0.99407,0,0,0,0,0,0,0,0
"28287",12.47,1,7119.18,-34.2,0.98884,2,7072.01,-155.2,0.98228,3,7201.59,85.4,1.0003
"28288",12.47,1,7119.53,-34.2,0.98888,2,7071.69,-155.2,0.98224,3,7200.42,85.4,1.0001
"MDV201_1010732USD_INT",12.47,1,7196.45,-34.2,0.99957,2,7187.59,-154.8,0.99834,3,7252.71,85.6,1.0074
"1010732",12.47,1,7196.44,-34.2,0.99957,2,7187.6,-154.8,0.99834,3,7252.7,85.6,1.0074
"28226",12.47,1,7206.15,-34.1,1.0009,2,7186.87,-154.8,0.99824,3,7256.42,85.6,1.0079
"1144262",12.47,3,7256.41,85.6,1.0079,0,0,0,0,0,0,0,0
"1127424",12.47,1,7127.39,-34.2,0.98998,2,7100.8,-155.1,0.98628,3,7230.62,85.5,1.0043
"56751",12.47,1,7148.95,-34.6,0.99297,2,7183.1,-154.6,0.99771,3,7155.2,85.3,0.99384
"56762",12.47,1,7147.21,-34.6,0.99273,2,7182.57,-154.6,0.99764,3,7154.12,85.3,0.99369
"6572",12.47,2,7024.92,-155.3,0.97574,0,0,0,0,0,0,0,0
"1144253",12.47,2,7024.92,-155.3,0.97574,0,0,0,0,0,0,0,0
"28282",12.47,1,7118.62,-34.2,0.98876,0,0,0,0,0,0,0,0
"28281",12.47,1,7118.06,-34.2,0.98868,0,0,0,0,0,0,0,0
"94747",12.47,1,7112.2,-34.2,0.98787,0,0,0,0,0,0,0,0
"39588",12.47,2,7052,-155.3,0.9795,0,0,0,0,0,0,0,0
"39621",12.47,2,7121.83,-155.0,0.9892,0,0,0,0,0,0,0,0
"1010738",12.47,1,7145.11,-34.2,0.99244,0,0,0,0,0,0,0,0
"8143",12.47,1,7144.21,-34.2,0.99231,0,0,0,0,0,0,0,0
"1017349",12.47,2,6997.09,-155.3,0.97188,0,0,0,0,0,0,0,0
"63680",12.47,1,7209.85,-34.1,1.0014,2,7198.6,-154.7,0.99987,3,7258.47,85.7,1.0082
"63681",12.47,1,7208.79,-34.1,1.0013,2,7196.08,-154.7,0.99952,3,7257.91,85.7,1.0081
"58431",12.47,1,7150.41,-34.6,0.99317,2,7165.32,-154.6,0.99524,3,7136.2,85.1,0.9912
"106259",12.47,3,7136.19,85.1,0.9912,0,0,0,0,0,0,0,0
"823",12.47,1,7195.91,-34.2,0.99949,2,7187.73,-154.8,0.99836,3,7251.96,85.6,1.0073
"39618",12.47,2,7121.58,-155.0,0.98917,0,0,0,0,0,0,0,0
"1140226",12.47,3,7250.62,85.6,1.0071,0,0,0,0,0,0,0,0
"94731",12.47,3,7250.48,85.6,1.0071,0,0,0,0,0,0,0,0
"28186",12.47,1,7189.35,-34.2,0.99858,2,7189.14,-154.8,0.99855,3,7249.41,85.6,1.0069
"854",12.47,1,7189.32,-34.2,0.99858,2,7189.11,-154.8,0.99855,3,7249.38,85.6,1.0069
"28284",12.47,1,7119.19,-34.2,0.98884,2,7072.38,-155.2,0.98234,3,7203.8,85.4,1.0006
"28286",12.47,1,7119.2,-34.2,0.98884,2,7072.27,-155.2,0.98232,3,7203.09,85.4,1.0005
"8090",12.47,1,7160.9,-34.2,0.99463,3,7229.71,85.6,1.0042,0,0,0,0
"8092",12.47,1,7159.64,-34.2,0.99446,0,0,0,0,0,0,0,0
